Case ID,Date Filed,#,Docket Text,standard_clean,keep_allcaps_clean,,,,,,,
 1:16-cv-03565-LDH-JO,2017-11-08,45,"MEMORANDUM in Support re 43 Objection to Report and Recommendations, Status Conference, filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 11/08/2017)","['memorandum', 'support', '43', 'objection', 'report', 'recommendations', 'status', 'conference', 'file', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '11082017']","['MEMORANDUM', 'support', '43', 'objection', 'report', 'recommendations', 'status', 'conference', 'file', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '11082017']",,,,,,,
 1:16-cv-03565-LDH-JO,2018-01-11,46,"NOTICE by LG Capital Funding, LLC Termination of Counsel (Han, Chris) (Entered: 01/11/2018)","['notice', 'lg', 'capital', 'fund', 'llc', 'termination', 'counsel', 'han', 'chris', 'enter', '01112018']","['NOTICE', 'LG', 'capital', 'fund', 'LLC', 'termination', 'counsel', 'han', 'chris', 'enter', '01112018']",,,,,,,
 1:16-cv-03565-LDH-JO,2018-01-11,,"ORDER re 46 Notice -- The application is granted; attorney Chris Han terminated. Ordered by Magistrate Judge James Orenstein on 1/11/2018. (Salvador, Anjali) (Entered: 01/11/2018)","['order', '46', 'notice', 'application', 'grant', 'attorney', 'chris', 'han', 'terminate', 'order', 'magistrate', 'judge', 'jam', 'orenstein', '1112018', 'salvador', 'anjali', 'enter', '01112018']","['ORDER', '46', 'notice', 'application', 'grant', 'attorney', 'chris', 'han', 'terminate', 'order', 'magistrate', 'judge', 'jam', 'orenstein', '1112018', 'salvador', 'anjali', 'enter', '01112018']",,,,,,,
 1:16-cv-03951-NG-RER,2016-07-15,1,"COMPLAINT against Vapor Group, Inc. filing fee $ 400, receipt number 0207-8762383 Was the Disclosure Statement on Civil Cover Sheet completed -YES,, filed by LG Capital Funding, LLC. (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Exhibit C, # 4 Exhibit D, # 5 Exhibit E, # 6 Proposed Summons, # 7 Civil Cover Sheet) (Kehrli, Kevin) (Entered: 07/15/2016)","['complaint', 'vapor', 'group', 'inc', 'file', 'fee', '400', 'receipt', 'number', '02078762383', 'disclosure', 'statement', 'civil', 'cover', 'sheet', 'complete', 'yes', 'file', 'lg', 'capital', 'fund', 'llc', 'attachments', '1', 'exhibit', 'a', '2', 'exhibit', 'b', '3', 'exhibit', 'c', '4', 'exhibit', 'd', '5', 'exhibit', 'e', '6', 'propose', 'summon', '7', 'civil', 'cover', 'sheet', 'kehrli', 'kevin', 'enter', '07152016']","['COMPLAINT', 'vapor', 'group', 'inc', 'file', 'fee', '400', 'receipt', 'number', '02078762383', 'disclosure', 'statement', 'civil', 'cover', 'sheet', 'complete', 'YES', 'file', 'LG', 'capital', 'fund', 'LLC', 'attachments', '1', 'exhibit', 'A', '2', 'exhibit', 'B', '3', 'exhibit', 'C', '4', 'exhibit', 'D', '5', 'exhibit', 'E', '6', 'propose', 'summon', '7', 'civil', 'cover', 'sheet', 'kehrli', 'kevin', 'enter', '07152016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-07-15,,"Case assigned to Judge Nina Gershon and Magistrate Judge Ramon E. Reyes, Jr. Please download and review the Individual Practices of the assigned Judges, located on our website. Attorneys are responsible for providing courtesy copies to judges where their Individual Practices require such. (Bowens, Priscilla) (Entered: 07/15/2016)","['case', 'assign', 'judge', 'nina', 'gershon', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', 'please', 'download', 'review', 'individual', 'practice', 'assign', 'judge', 'locate', 'website', 'attorneys', 'responsible', 'provide', 'courtesy', 'copy', 'judge', 'individual', 'practice', 'require', 'such', 'bowens', 'priscilla', 'enter', '07152016']","['case', 'assign', 'judge', 'nina', 'gershon', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', 'please', 'download', 'review', 'individual', 'practice', 'assign', 'judge', 'locate', 'website', 'attorneys', 'responsible', 'provide', 'courtesy', 'copy', 'judge', 'individual', 'practice', 'require', 'such', 'bowens', 'priscilla', 'enter', '07152016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-07-15,2,"Summons Issued as to Vapor Group, Inc.. (Bowens, Priscilla) (Entered: 07/15/2016)","['summon', 'issue', 'vapor', 'group', 'inc', 'bowens', 'priscilla', 'enter', '07152016']","['summon', 'issue', 'vapor', 'group', 'inc', 'bowens', 'priscilla', 'enter', '07152016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-07-15,3,"In accordance with Rule 73 of the Federal Rules of Civil Procedure and Local Rule 73.1, the parties are notified that if all parties consent a United States magistrate judge of this court is available to conduct all proceedings in this civil action including a (jury or nonjury) trial and to order the entry of a final judgment. Attached to the Notice is a blank copy of the consent form that should be filled out, signed and filed electronically only if all parties wish to consent. The form may also be accessed at the following link: http://www.uscourts.gov/uscourts/FormsAndFees/Forms/AO085.pdf. You may withhold your consent without adverse substantive consequences. Do NOT return or file the consent unless all parties have signed the consent. (Bowens, Priscilla) (Entered: 07/15/2016)","['accordance', 'rule', '73', 'federal', 'rule', 'civil', 'procedure', 'local', 'rule', '731', 'party', 'notify', 'party', 'consent', 'unite', 'state', 'magistrate', 'judge', 'court', 'available', 'conduct', 'proceed', 'civil', 'action', 'include', 'jury', 'nonjury', 'trial', 'order', 'entry', 'final', 'judgment', 'attach', 'notice', 'blank', 'copy', 'consent', 'form', 'fill', 'out', 'sign', 'file', 'electronically', 'party', 'wish', 'consent', 'form', 'may', 'also', 'access', 'follow', 'link', 'httpwwwuscourtsgovuscourtsformsandfeesformsao085pdf', 'may', 'withhold', 'consent', 'without', 'adverse', 'substantive', 'consequences', 'return', 'file', 'consent', 'unless', 'party', 'sign', 'consent', 'bowens', 'priscilla', 'enter', '07152016']","['accordance', 'rule', '73', 'federal', 'rule', 'civil', 'procedure', 'local', 'rule', '731', 'party', 'notify', 'party', 'consent', 'unite', 'state', 'magistrate', 'judge', 'court', 'available', 'conduct', 'proceed', 'civil', 'action', 'include', 'jury', 'nonjury', 'trial', 'order', 'entry', 'final', 'judgment', 'attach', 'notice', 'blank', 'copy', 'consent', 'form', 'fill', 'out', 'sign', 'file', 'electronically', 'party', 'wish', 'consent', 'form', 'may', 'also', 'access', 'follow', 'link', 'httpwwwuscourtsgovuscourtsformsandfeesformsao085pdf', 'may', 'withhold', 'consent', 'without', 'adverse', 'substantive', 'consequences', 'NOT', 'return', 'file', 'consent', 'unless', 'party', 'sign', 'consent', 'bowens', 'priscilla', 'enter', '07152016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-07-15,4,"This attorney case opening filing has been checked for quality control. See the attachment for corrections that were made, if any. (Bowens, Priscilla) (Entered: 07/15/2016)","['attorney', 'case', 'open', 'file', 'check', 'quality', 'control', 'see', 'attachment', 'corrections', 'make', 'any', 'bowens', 'priscilla', 'enter', '07152016']","['attorney', 'case', 'open', 'file', 'check', 'quality', 'control', 'see', 'attachment', 'corrections', 'make', 'any', 'bowens', 'priscilla', 'enter', '07152016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-07-26,5,"SUMMONS Returned Executed by LG Capital Funding, LLC. Vapor Group, Inc. served on 7/18/2016, answer due 8/8/2016. (Kehrli, Kevin) (Entered: 07/26/2016)","['summon', 'return', 'execute', 'lg', 'capital', 'fund', 'llc', 'vapor', 'group', 'inc', 'serve', '7182016', 'answer', 'due', '882016', 'kehrli', 'kevin', 'enter', '07262016']","['SUMMONS', 'return', 'execute', 'LG', 'capital', 'fund', 'LLC', 'vapor', 'group', 'inc', 'serve', '7182016', 'answer', 'due', '882016', 'kehrli', 'kevin', 'enter', '07262016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-08-05,6,"First MOTION for Leave to Appear Pro Hac Vice Filing fee $ 150, receipt number 0207-8818835. by Vapor Group, Inc.. (Moskowitz, Nicole) (Entered: 08/05/2016)","['first', 'motion', 'leave', 'appear', 'pro', 'hac', 'vice', 'file', 'fee', '150', 'receipt', 'number', '02078818835', 'vapor', 'group', 'inc', 'moskowitz', 'nicole', 'enter', '08052016']","['first', 'MOTION', 'leave', 'appear', 'pro', 'hac', 'vice', 'file', 'fee', '150', 'receipt', 'number', '02078818835', 'vapor', 'group', 'inc', 'moskowitz', 'nicole', 'enter', '08052016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-08-05,,"ORDER granting 6 Motion for Nicole R. Moskowitz Leave to Appear Pro Hac Vice The attorney shall register for ECF, registration is available online at the NYEDs homepage. Once registered, the attorney shall file a notice of appearance and ensure that s/he receives electronic notification of activity in this case. Also, the attorney shall ensure that the $150 admission fee be submitted to the Clerks Office. Ordered by Magistrate Judge Ramon E. Reyes, Jr on 8/5/2016. (Vertus, Miriam) (Entered: 08/05/2016)","['order', 'grant', '6', 'motion', 'nicole', 'r', 'moskowitz', 'leave', 'appear', 'pro', 'hac', 'vice', 'attorney', 'shall', 'register', 'ecf', 'registration', 'available', 'online', 'nyeds', 'homepage', 'register', 'attorney', 'shall', 'file', 'notice', 'appearance', 'ensure', 'she', 'receive', 'electronic', 'notification', 'activity', 'case', 'also', 'attorney', 'shall', 'ensure', '150', 'admission', 'fee', 'submit', 'clerk', 'office', 'order', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', '852016', 'vertus', 'miriam', 'enter', '08052016']","['ORDER', 'grant', '6', 'motion', 'nicole', 'R', 'moskowitz', 'leave', 'appear', 'pro', 'hac', 'vice', 'attorney', 'shall', 'register', 'ECF', 'registration', 'available', 'online', 'nyeds', 'homepage', 'register', 'attorney', 'shall', 'file', 'notice', 'appearance', 'ensure', 'she', 'receive', 'electronic', 'notification', 'activity', 'case', 'also', 'attorney', 'shall', 'ensure', '150', 'admission', 'fee', 'submit', 'clerk', 'office', 'order', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', '852016', 'vertus', 'miriam', 'enter', '08052016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-08-08,7,"First MOTION for Extension of Time to File Response/Reply by Vapor Group, Inc.. (Moskowitz, Nicole) Modified on 8/11/2016 (Vertus, Miriam). (Entered: 08/08/2016)","['first', 'motion', 'extension', 'time', 'file', 'responsereply', 'vapor', 'group', 'inc', 'moskowitz', 'nicole', 'modify', '8112016', 'vertus', 'miriam', 'enter', '08082016']","['first', 'MOTION', 'extension', 'time', 'file', 'responsereply', 'vapor', 'group', 'inc', 'moskowitz', 'nicole', 'modify', '8112016', 'vertus', 'miriam', 'enter', '08082016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-08-11,,"ORDER granting 7 Motion for Extension of Time to Answer. Defendant Vapor Group, Inc. answer is due 8/23/2016. Ordered by Magistrate Judge Ramon E. Reyes, Jr on 8/11/2016. (Vertus, Miriam) (Entered: 08/11/2016)","['order', 'grant', '7', 'motion', 'extension', 'time', 'answer', 'defendant', 'vapor', 'group', 'inc', 'answer', 'due', '8232016', 'order', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', '8112016', 'vertus', 'miriam', 'enter', '08112016']","['ORDER', 'grant', '7', 'motion', 'extension', 'time', 'answer', 'defendant', 'vapor', 'group', 'inc', 'answer', 'due', '8232016', 'order', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', '8112016', 'vertus', 'miriam', 'enter', '08112016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-08-29,8,"ANSWER to Complaint by Vapor Group, Inc.. (Moskowitz, Nicole) (Entered: 08/29/2016)","['answer', 'complaint', 'vapor', 'group', 'inc', 'moskowitz', 'nicole', 'enter', '08292016']","['ANSWER', 'complaint', 'vapor', 'group', 'inc', 'moskowitz', 'nicole', 'enter', '08292016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-09-19,9,"SCHEDULING ORDER: Initial Conference set for 10/13/2016 at 10:00 a.m., in Courtroom 2E North before Magistrate Judge Ramon E. Reyes Jr., located in the United States Eastern District of New York Courthouse, 225 Cadman Plaza East, Brooklyn, New York 11201. All counsel are required to attend, and plaintiff's counsel is directed to ensure that all counsel are aware of their obligation to appear. Any requests for adjournment must be made in writing on notice to opposing parties, and must disclose whether all parties consent. No request for adjournment will be considered unless made at least forty-eight (48) hours before the scheduled conference. Prior to the conference, the parties are to comply with the requirements of Rule 26(f) of the Fed. R. Civ. P. The attached Case Management Statement must be completed and filed on ECF no later than 10/10/2016. Ordered by Magistrate Judge Ramon E. Reyes, Jr on 9/19/2016. (Vertus, Miriam) (Entered: 09/19/2016)","['schedule', 'order', 'initial', 'conference', 'set', '10132016', '1000', 'be', 'courtroom', '2e', 'north', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', 'locate', 'unite', 'state', 'eastern', 'district', 'new', 'york', 'courthouse', '225', 'cadman', 'plaza', 'east', 'brooklyn', 'new', 'york', '11201', 'counsel', 'require', 'attend', 'plaintiffs', 'counsel', 'direct', 'ensure', 'counsel', 'aware', 'obligation', 'appear', 'request', 'adjournment', 'must', 'make', 'write', 'notice', 'oppose', 'party', 'must', 'disclose', 'whether', 'party', 'consent', 'request', 'adjournment', 'consider', 'unless', 'make', 'least', 'fortyeight', '48', 'hours', 'schedule', 'conference', 'prior', 'conference', 'party', 'comply', 'requirements', 'rule', '26f', 'feed', 'r', 'civ', 'p', 'attach', 'case', 'management', 'statement', 'must', 'complete', 'file', 'ecf', 'later', '10102016', 'order', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', '9192016', 'vertus', 'miriam', 'enter', '09192016']","['SCHEDULINGORDER', 'initial', 'conference', 'set', '10132016', '1000', 'be', 'courtroom', '2E', 'north', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', 'locate', 'unite', 'state', 'eastern', 'district', 'new', 'york', 'courthouse', '225', 'cadman', 'plaza', 'east', 'brooklyn', 'new', 'york', '11201', 'counsel', 'require', 'attend', 'plaintiffs', 'counsel', 'direct', 'ensure', 'counsel', 'aware', 'obligation', 'appear', 'request', 'adjournment', 'must', 'make', 'write', 'notice', 'oppose', 'party', 'must', 'disclose', 'whether', 'party', 'consent', 'request', 'adjournment', 'consider', 'unless', 'make', 'least', 'fortyeight', '48', 'hours', 'schedule', 'conference', 'prior', 'conference', 'party', 'comply', 'requirements', 'rule', '26f', 'feed', 'R', 'civ', 'P', 'attach', 'case', 'management', 'statement', 'must', 'complete', 'file', 'ECF', 'later', '10102016', 'order', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', '9192016', 'vertus', 'miriam', 'enter', '09192016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-10-10,10,"Proposed Scheduling Order by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 10/10/2016)","['propose', 'schedule', 'order', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '10102016']","['propose', 'schedule', 'order', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '10102016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-10-11,11,"First Motion to Appear by Telephone by Vapor Group, Inc.. (Moskowitz, Nicole) (Entered: 10/11/2016)","['first', 'motion', 'appear', 'telephone', 'vapor', 'group', 'inc', 'moskowitz', 'nicole', 'enter', '10112016']","['first', 'motion', 'appear', 'telephone', 'vapor', 'group', 'inc', 'moskowitz', 'nicole', 'enter', '10112016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-10-11,,"ORDER granting 11 Motion for Nicole Moskowitz to Appear by Telephone. Ordered by Magistrate Judge Ramon E. Reyes, Jr on 10/11/2016. (Vertus, Miriam) (Entered: 10/11/2016)","['order', 'grant', '11', 'motion', 'nicole', 'moskowitz', 'appear', 'telephone', 'order', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', '10112016', 'vertus', 'miriam', 'enter', '10112016']","['ORDER', 'grant', '11', 'motion', 'nicole', 'moskowitz', 'appear', 'telephone', 'order', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', '10112016', 'vertus', 'miriam', 'enter', '10112016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-10-13,,"Minute Entry for proceedings held before Magistrate Judge Ramon E. Reyes, Jr:Initial Conference Hearing held on 10/13/2016. Case called. Appearances stated on the record. Discussions held. Case referred to mediation. Mediation shall be completed by 12/16/2016. Selection of Mediator due by 10/31/2016. (Tape #10:10:12-10:20:09.) (Vertus, Miriam) (Entered: 10/13/2016)","['minute', 'entry', 'proceed', 'hold', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jrinitial', 'conference', 'hear', 'hold', '10132016', 'case', 'call', 'appearances', 'state', 'record', 'discussions', 'hold', 'case', 'refer', 'mediation', 'mediation', 'shall', 'complete', '12162016', 'selection', 'mediator', 'due', '10312016', 'tape', '101012102009', 'vertus', 'miriam', 'enter', '10132016']","['minute', 'entry', 'proceed', 'hold', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jrinitial', 'conference', 'hear', 'hold', '10132016', 'case', 'call', 'appearances', 'state', 'record', 'discussions', 'hold', 'case', 'refer', 'mediation', 'mediation', 'shall', 'complete', '12162016', 'selection', 'mediator', 'due', '10312016', 'tape', '101012102009', 'vertus', 'miriam', 'enter', '10132016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-10-13,,"MEDIATION INSTRUCTIONS for Counsel are available at: https://www.nyed.uscourts.gov/adr-forms. Counsel are to select a mediator, schedule the first mediation session, and file the name of the mediator, date, time and place of the first mediation session via CM/ECF using the event Selection of Mediator. For a list of the EDNY Mediators and their qualifications, see the Court's website at https://www.nyed.uscourts.gov/adr/Mediation/displayAll.cfm. EDNY Mediators are compensated in accordance with EDNY Local Civil Rule 83.8(f)(1)[formerly EDNY Local Civil Rule 83.11(f)(1)]. The Confidentiality Stipulation must be signed at the mediation session by all participants, including the mediator, and sent via email to Robyn_Weinstein@nyed.uscourts.gov. The Confidentiality Stipulation is available at: https://www.nyed.uscourts.gov/adr-forms. Upon completion of the mediation, both parties must submit a Mediation Report which can be found at: https://www.nyed.uscourts.gov/adr-forms. The Mediation Report must be e-mailed to Robyn Weinstein at Robyn_Weinstein@nyed.uscourts.gov within two weeks following mediation session. (Weinstein, Robyn) (Entered: 10/13/2016)","['mediation', 'instructions', 'counsel', 'available', 'at', 'httpswwwnyeduscourtsgovadrforms', 'counsel', 'select', 'mediator', 'schedule', 'first', 'mediation', 'session', 'file', 'name', 'mediator', 'date', 'time', 'place', 'first', 'mediation', 'session', 'via', 'cmecf', 'use', 'event', 'selection', 'mediator', 'list', 'edny', 'mediators', 'qualifications', 'see', 'court', 'website', 'httpswwwnyeduscourtsgovadrmediationdisplayallcfm', 'edny', 'mediators', 'compensate', 'accordance', 'edny', 'local', 'civil', 'rule', '838f1formerly', 'edny', 'local', 'civil', 'rule', '8311f1', 'confidentiality', 'stipulation', 'must', 'sign', 'mediation', 'session', 'participants', 'include', 'mediator', 'send', 'via', 'email', 'robynweinsteinnyeduscourtsgov', 'confidentiality', 'stipulation', 'available', 'at', 'httpswwwnyeduscourtsgovadrforms', 'upon', 'completion', 'mediation', 'party', 'must', 'submit', 'mediation', 'report', 'find', 'at', 'httpswwwnyeduscourtsgovadrforms', 'mediation', 'report', 'must', 'email', 'robyn', 'weinstein', 'robynweinsteinnyeduscourtsgov', 'within', 'two', 'weeks', 'follow', 'mediation', 'session', 'weinstein', 'robyn', 'enter', '10132016']","['MEDIATIONINSTRUCTIONS', 'counsel', 'available', 'at', 'httpswwwnyeduscourtsgovadrforms', 'counsel', 'select', 'mediator', 'schedule', 'first', 'mediation', 'session', 'file', 'name', 'mediator', 'date', 'time', 'place', 'first', 'mediation', 'session', 'via', 'CMECF', 'use', 'event', 'selection', 'mediator', 'list', 'EDNY', 'mediators', 'qualifications', 'see', 'court', 'website', 'httpswwwnyeduscourtsgovadrmediationdisplayallcfm', 'EDNY', 'mediators', 'compensate', 'accordance', 'EDNY', 'local', 'civil', 'rule', '838f1formerly', 'EDNY', 'local', 'civil', 'rule', '8311f1', 'confidentiality', 'stipulation', 'must', 'sign', 'mediation', 'session', 'participants', 'include', 'mediator', 'send', 'via', 'email', 'robynweinsteinnyeduscourtsgov', 'confidentiality', 'stipulation', 'available', 'at', 'httpswwwnyeduscourtsgovadrforms', 'upon', 'completion', 'mediation', 'party', 'must', 'submit', 'mediation', 'report', 'find', 'at', 'httpswwwnyeduscourtsgovadrforms', 'mediation', 'report', 'must', 'email', 'robyn', 'weinstein', 'robynweinsteinnyeduscourtsgov', 'within', 'two', 'weeks', 'follow', 'mediation', 'session', 'weinstein', 'robyn', 'enter', '10132016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-10-31,12,"Letter re: Selection of Mediator by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 10/31/2016)","['letter', 're', 'selection', 'mediator', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '10312016']","['letter', 're', 'selection', 'mediator', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '10312016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-12-09,13,"Letter re: Extension in Time to Complete Mediation by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 12/09/2016)","['letter', 're', 'extension', 'time', 'complete', 'mediation', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '12092016']","['letter', 're', 'extension', 'time', 'complete', 'mediation', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '12092016']",,,,,,,
 1:16-cv-03951-NG-RER,2016-12-13,,"Order granting re 13 Motion for Extension of Time to Complete Mediation by 1/6/2017. Ordered by Magistrate Judge Ramon E. Reyes, Jr on 12/13/2016. (Vertus, Miriam) (Entered: 12/13/2016)","['order', 'grant', '13', 'motion', 'extension', 'time', 'complete', 'mediation', '162017', 'order', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', '12132016', 'vertus', 'miriam', 'enter', '12132016']","['order', 'grant', '13', 'motion', 'extension', 'time', 'complete', 'mediation', '162017', 'order', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', '12132016', 'vertus', 'miriam', 'enter', '12132016']",,,,,,,
 1:16-cv-03951-NG-RER,2017-01-05,,"REPORT of Mediation unsettled. Both parties must submit a Mediation Report which can be found at: https://www.nyed.uscourts.gov/adr-forms. The Mediation Report must be e-mailed to Robyn Weinstein at Robyn_Weinstein@nyed.uscourts.gov within two weeks following mediation session.Mediation Report Questionnaires due by 1/19/2017. (Weinstein, Robyn) (Entered: 01/05/2017)","['report', 'mediation', 'unsettle', 'party', 'must', 'submit', 'mediation', 'report', 'find', 'at', 'httpswwwnyeduscourtsgovadrforms', 'mediation', 'report', 'must', 'email', 'robyn', 'weinstein', 'robynweinsteinnyeduscourtsgov', 'within', 'two', 'weeks', 'follow', 'mediation', 'sessionmediation', 'report', 'questionnaires', 'due', '1192017', 'weinstein', 'robyn', 'enter', '01052017']","['REPORT', 'mediation', 'unsettle', 'party', 'must', 'submit', 'mediation', 'report', 'find', 'at', 'httpswwwnyeduscourtsgovadrforms', 'mediation', 'report', 'must', 'email', 'robyn', 'weinstein', 'robynweinsteinnyeduscourtsgov', 'within', 'two', 'weeks', 'follow', 'mediation', 'sessionmediation', 'report', 'questionnaires', 'due', '1192017', 'weinstein', 'robyn', 'enter', '01052017']",,,,,,,
 1:16-cv-03951-NG-RER,2017-01-06,,"SCHEDULING ORDER: Telephone Conference set for 1/13/2017 at 11:30 AM before Magistrate Judge Ramon E. Reyes Jr. Plaintiff's counsel is respectfully requested to initiate the call then dial in Chambers at 718-613-2120 once all the parties are on the line. Ordered by Magistrate Judge Ramon E. Reyes, Jr on 1/5/2017. (Vertus, Miriam) (Entered: 01/06/2017)","['schedule', 'order', 'telephone', 'conference', 'set', '1132017', '1130', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', 'plaintiffs', 'counsel', 'respectfully', 'request', 'initiate', 'call', 'dial', 'chamber', '7186132120', 'party', 'line', 'order', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', '152017', 'vertus', 'miriam', 'enter', '01062017']","['SCHEDULINGORDER', 'telephone', 'conference', 'set', '1132017', '1130', 'AM', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', 'plaintiffs', 'counsel', 'respectfully', 'request', 'initiate', 'call', 'dial', 'chamber', '7186132120', 'party', 'line', 'order', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', '152017', 'vertus', 'miriam', 'enter', '01062017']",,,,,,,
 1:16-cv-03951-NG-RER,2017-01-13,,"Minute Entry for proceedings held before Magistrate Judge Ramon E. Reyes, Jr.: Telephone Conference held on 1/13/2017. Appearances: Kevin Kehrli, Esq., for Plaintiff; Nicole Moskowitz, Esq., for Defendant. Discussions held. Parties are to exchange discovery requests by 1/27/2017. Responses are due by 2/27/2017. A Telephone Conference is set for 3/9/2017 at 10:00 AM before Magistrate Judge Ramon E. Reyes Jr. Plaintiff's counsel is respectfully requested to initiate the call then dial Chambers once all parties are on the line. (Tape #11:34:59-11:44:25 (208N).) (Naidich, Zachary) (Entered: 01/13/2017)","['minute', 'entry', 'proceed', 'hold', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', 'telephone', 'conference', 'hold', '1132017', 'appearances', 'kevin', 'kehrli', 'esq', 'plaintiff', 'nicole', 'moskowitz', 'esq', 'defendant', 'discussions', 'hold', 'party', 'exchange', 'discovery', 'request', '1272017', 'responses', 'due', '2272017', 'telephone', 'conference', 'set', '392017', '1000', 'magistrate', 'judge', 'ramon', 'e', 'reyes', 'jr', 'plaintiffs', 'counsel', 'respectfully', 'request', 'initiate', 'call', 'dial', 'chamber', 'party', 'line', 'tape', '113459114425', '208n', 'naidich', 'zachary', 'enter', '01132017']","['minute', 'entry', 'proceed', 'hold', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', 'telephone', 'conference', 'hold', '1132017', 'appearances', 'kevin', 'kehrli', 'esq', 'plaintiff', 'nicole', 'moskowitz', 'esq', 'defendant', 'discussions', 'hold', 'party', 'exchange', 'discovery', 'request', '1272017', 'responses', 'due', '2272017', 'A', 'telephone', 'conference', 'set', '392017', '1000', 'AM', 'magistrate', 'judge', 'ramon', 'E', 'reyes', 'jr', 'plaintiffs', 'counsel', 'respectfully', 'request', 'initiate', 'call', 'dial', 'chamber', 'party', 'line', 'tape', '113459114425', '208N', 'naidich', 'zachary', 'enter', '01132017']",,,,,,,
