,Case ID,Date Filed,#,Docket Text,topics
51, 1:17-cv-01175-ALC,2017-11-02,39.0,"LETTER MOTION to Adjourn Conference filed jointly addressed to Judge Andrew L. Carter, Jr. from Kevin Kehrli dated November 2, 2017., LETTER MOTION for Leave to File Pre-Motion Letters filed jointly addressed to Judge Andrew L. Carter, Jr. from Kevin Kehrli dated November 2, 2017. Document filed by Adar Bays, LLC.(Kehrli, Kevin) (Entered: 11/02/2017)","[('Topic 4', 0.6704), ('Topic 1', 0.25377), ('Topic 7', 0.05168)]"
52, 1:17-cv-01175-ALC,2017-11-06,40.0,"ORDER granting 39 Letter Motion to Adjourn Conference; granting 39 Letter Motion for Leave to File Document. Application granted. The 11-9-17 status conference is adjourned without a date. Pre-motion conference letters due 11-16-17. SO ORDERED. (Signed by Judge Andrew L. Carter, Jr on 11/6/2017) (mml) (Entered: 11/06/2017)","[('Topic 4', 0.66938), ('Topic 1', 0.24896), ('Topic 9', 0.05751)]"
53, 1:17-cv-01175-ALC,2017-11-16,41.0,"LETTER MOTION for Conference Request for a Pre-Motion Conference to Dismiss case pursuant to FRCP 12(c) addressed to Judge Andrew L. Carter, Jr. from Mark R. Basile, Esq. dated 11/16/2017. Document filed by GeneSys ID, Inc..(Basile, Mark) (Entered: 11/16/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25375), ('Topic 7', 0.05169)]"
54, 1:17-cv-01175-ALC,2017-11-16,42.0,"LETTER MOTION for Conference regarding Plaintiff's Contemplated Motion for Summary Judgment Pursuant to Fed. R. Civ. P. 56 addressed to Judge Andrew L. Carter, Jr. from Kevin Kehrli dated November 16, 2017. Document filed by Adar Bays, LLC.(Kehrli, Kevin) (Entered: 11/16/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25375), ('Topic 7', 0.05169)]"
55, 1:17-cv-01175-ALC,2017-11-20,43.0,"NOTICE OF CHANGE OF ADDRESS by Mark R. Basile on behalf of GeneSys ID, Inc.. New Address: The Basile Law Firm P.C., 400 Jericho Tpke., Suite 104, Jericho, New York, USA 11753, 5164551500. (Basile, Mark) (Entered: 11/20/2017)","[('Topic 4', 0.67042), ('Topic 1', 0.25375), ('Topic 7', 0.05169)]"
56, 1:17-cv-01175-ALC,2017-11-30,44.0,"ORDER: The Court will hold a pre-motion conference in this case concerning Defendant's proposed motion to dismiss and Plaintiff's proposed motion for summary judgment on December 19, 2017 at 10:00 a.m. The parties (and/or counsel) should appear in person in Courtroom 1306 at the Thurgood Marshall United States Courthouse, 40 Foley Square, New York, New York, on the date and time specified above. SO ORDERED., ( Pre-Motion Conference set for 12/19/2017 at 10:00 AM in Courtroom 1306, 40 Centre Street, New York, NY 10007 before Judge Andrew L. Carter Jr.) (Signed by Judge Andrew L. Carter, Jr on 11/30/2017) (ama) (Entered: 11/30/2017)","[('Topic 4', 0.67047), ('Topic 1', 0.25376), ('Topic 7', 0.05163)]"
57, 1:17-cv-01175-ALC,2017-12-18,45.0,"ORDER granting 41 Letter Motion for Conference ; granting 42 Letter Motion for Conference. The pre-motion conference scheduled for December 19, 2017 at 10:00 a.m. is ADJOURNED. Plaintiff's request to file a motion for summary judgment and Defendant's request to file a motion to dismiss are GRANTED. The Court sets the following briefing schedule for Plaintiff's motion for summary judgment and Defendant's motion to dismiss: Opening Brief: January 16, 2018, Opposition Brief: February 13, 2018, Reply, if any: February 27, 2018. The Clerk of Court is kindly requested to terminate the letter motions at ECF Nos. 41 and 42. SO ORDERED. (Signed by Judge Andrew L. Carter, Jr on 12/18/2017) (rj) Modified on 2/16/2018 (rj). (Entered: 12/18/2017)","[('Topic 4', 0.67043), ('Topic 1', 0.25378), ('Topic 7', 0.05165)]"
58, 1:17-cv-01175-ALC,2017-12-18,,Set/Reset Deadlines: Motions due by 1/16/2018. Responses due by 2/13/2018 Replies due by 2/27/2018. (rj) (Entered: 12/18/2017),"[('Topic 4', 0.66938), ('Topic 1', 0.24896), ('Topic 9', 0.05752)]"
59, 1:17-cv-01175-ALC,2018-01-11,46.0,"NOTICE of Termination of Counsel. Document filed by Adar Bays, LLC. (Han, Chris) (Entered: 01/11/2018)","[('Topic 4', 0.67041), ('Topic 1', 0.2538), ('Topic 7', 0.05164)]"
60, 1:17-cv-01175-ALC,2018-01-16,47.0,"MOTION to Dismiss Notice to Dismiss Pursuant to FRCP 12(c). Document filed by GeneSys ID, Inc..(Basile, Mark) (Entered: 01/16/2018)","[('Topic 4', 0.67041), ('Topic 1', 0.25378), ('Topic 7', 0.05167)]"
61, 1:17-cv-01175-ALC,2018-01-16,48.0,"FIRST MEMORANDUM OF LAW in Support re: 47 MOTION to Dismiss Notice to Dismiss Pursuant to FRCP 12(c). . Document filed by GeneSys ID, Inc.. (Basile, Mark) (Entered: 01/16/2018)","[('Topic 4', 0.6694), ('Topic 1', 0.24897), ('Topic 9', 0.05748)]"
62, 1:17-cv-01175-ALC,2018-01-16,49.0,"DECLARATION of Lorraine M. Yarde in Support re: 47 MOTION to Dismiss Notice to Dismiss Pursuant to FRCP 12(c).. Document filed by GeneSys ID, Inc.. (Attachments: # 1 Exhibit Promissory Note, # 2 Exhibit Irrevocable T/A Letter, # 3 Exhibit Historic Stock Quote)(Basile, Mark) (Entered: 01/16/2018)","[('Topic 4', 0.66939), ('Topic 1', 0.24901), ('Topic 9', 0.05745)]"
63, 1:17-cv-01175-ALC,2018-01-16,50.0,"AFFIDAVIT OF SERVICE of Motion to Dismiss and Supporting Documents and Exhibits served on Adar Bays on 1/16/2018. Document filed by GeneSys ID, Inc.. (Basile, Mark) (Entered: 01/16/2018)","[('Topic 4', 0.6704), ('Topic 1', 0.25376), ('Topic 7', 0.05169)]"
64, 1:17-cv-01175-ALC,2018-01-16,51.0,"MOTION for Summary Judgment . Document filed by Adar Bays, LLC.(Kehrli, Kevin) (Entered: 01/16/2018)","[('Topic 4', 0.6694), ('Topic 1', 0.24896), ('Topic 9', 0.0575)]"
65, 1:17-cv-01175-ALC,2018-01-16,52.0,"RULE 56.1 STATEMENT. Document filed by Adar Bays, LLC. (Kehrli, Kevin) (Entered: 01/16/2018)","[('Topic 4', 0.67042), ('Topic 1', 0.25373), ('Topic 7', 0.05171)]"
66, 1:17-cv-01175-ALC,2018-01-16,53.0,"DECLARATION of Aryeh Goldstein in Support re: 51 MOTION for Summary Judgment .. Document filed by Adar Bays, LLC. (Attachments: # 1 Exhibit A - SPA, # 2 Exhibit B - Note, # 3 Exhibit C - 10Q, # 4 Exhibit D - Disbursement Memo, # 5 Exhibit E - Wire Confirm, # 6 Exhibit F - Notice, # 7 Exhibit G - Conversion Email, # 8 Exhibit H - Defendant's Response, # 9 Exhibit I - Default Letter)(Kehrli, Kevin) (Entered: 01/16/2018)","[('Topic 4', 0.67043), ('Topic 1', 0.2537), ('Topic 7', 0.05173)]"
67, 1:17-cv-01175-ALC,2018-01-16,54.0,"MEMORANDUM OF LAW in Support re: 51 MOTION for Summary Judgment . . Document filed by Adar Bays, LLC. (Kehrli, Kevin) (Entered: 01/16/2018)","[('Topic 4', 0.67039), ('Topic 1', 0.25376), ('Topic 7', 0.05171)]"
68, 1:17-cv-01175-ALC,2018-02-13,55.0,"MEMORANDUM OF LAW in Opposition re: 47 MOTION to Dismiss Notice to Dismiss Pursuant to FRCP 12(c). . Document filed by Adar Bays, LLC. (Kehrli, Kevin) (Entered: 02/13/2018)","[('Topic 4', 0.6704), ('Topic 1', 0.25376), ('Topic 7', 0.0517)]"
69, 1:17-cv-01175-ALC,2018-02-13,56.0,"AFFIDAVIT of Lorraine Yarde in Opposition re: 51 MOTION for Summary Judgment .. Document filed by GeneSys ID, Inc.. (Basile, Mark) (Entered: 02/13/2018)","[('Topic 4', 0.67049), ('Topic 1', 0.25371), ('Topic 7', 0.05166)]"
70, 1:17-cv-01175-ALC,2018-02-13,57.0,"MEMORANDUM OF LAW in Opposition re: 51 MOTION for Summary Judgment . . Document filed by GeneSys ID, Inc.. (Basile, Mark) (Entered: 02/13/2018)","[('Topic 4', 0.67043), ('Topic 1', 0.25379), ('Topic 7', 0.05164)]"
71, 1:17-cv-01175-ALC,2018-02-13,58.0,"RESPONSE re: 52 Rule 56.1 Statement . Document filed by GeneSys ID, Inc.. (Basile, Mark) (Entered: 02/13/2018)","[('Topic 4', 0.67043), ('Topic 1', 0.25381), ('Topic 7', 0.05162)]"
72, 1:17-cv-01175-ALC,2018-02-14,59.0,"AMENDED MEMORANDUM OF LAW in Opposition re: 51 MOTION for Summary Judgment . . Document filed by GeneSys ID, Inc.. (Basile, Mark) (Entered: 02/14/2018)","[('Topic 4', 0.67041), ('Topic 1', 0.25381), ('Topic 7', 0.05164)]"
73, 1:17-cv-01175-ALC,2018-02-27,60.0,"REPLY MEMORANDUM OF LAW in Support re: 47 MOTION to Dismiss Notice to Dismiss Pursuant to FRCP 12(c). . Document filed by GeneSys ID, Inc.. (Basile, Mark) (Entered: 02/27/2018)","[('Topic 4', 0.67047), ('Topic 1', 0.25377), ('Topic 7', 0.05162)]"
74, 1:17-cv-01175-ALC,2018-02-27,61.0,"REPLY MEMORANDUM OF LAW in Support re: 51 MOTION for Summary Judgment . . Document filed by Adar Bays, LLC. (Kehrli, Kevin) (Entered: 02/27/2018)","[('Topic 4', 0.67041), ('Topic 1', 0.25373), ('Topic 7', 0.05171)]"
1, 1:17-cv-01936-PAE,2017-03-16,1.0,"COMPLAINT against Lattice Biologics, Inc.. (Filing Fee $ 400.00, Receipt Number 0208-13429516)Document filed by RCC Ventures, LLC. (Attachments: # 1 Exhibit Ex. A, # 2 Exhibit Ex. B, # 3 Exhibit Ex. C, # 4 Exhibit Ex. D)(Garson, Robert) (Entered: 03/16/2017)","[('Topic 4', 0.67044), ('Topic 1', 0.25366), ('Topic 7', 0.05176)]"
2, 1:17-cv-01936-PAE,2017-03-16,2.0,"REQUEST FOR ISSUANCE OF SUMMONS as to Lattice Biologics, Inc., re: 1 Complaint. Document filed by RCC Ventures, LLC. (Garson, Robert) (Entered: 03/16/2017)","[('Topic 4', 0.66938), ('Topic 1', 0.24898), ('Topic 9', 0.0575)]"
3, 1:17-cv-01936-PAE,2017-03-16,3.0,"CIVIL COVER SHEET filed. (Garson, Robert) (Entered: 03/16/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25374), ('Topic 7', 0.0517)]"
4, 1:17-cv-01936-PAE,2017-03-16,4.0,"RULE 7.1 CORPORATE DISCLOSURE STATEMENT. No Corporate Parent. Document filed by RCC Ventures, LLC.(Garson, Robert) (Entered: 03/16/2017)","[('Topic 4', 0.6704), ('Topic 1', 0.25377), ('Topic 7', 0.05168)]"
5, 1:17-cv-01936-PAE,2017-03-17,,***NOTICE TO ATTORNEY REGARDING CASE OPENING STATISTICAL ERROR CORRECTION: Notice to attorney Robert David Garson. The following case opening statistical information was erroneously selected/entered: Cause of Action code 28:1346bc; Dollar Demand 500000000; County code Albany;. The following correction(s) have been made to your case entry: the Cause of Action code has been modified to 28:1332bc; the Dollar Demand has been modified to 0; the County code has been modified to New York;. (jvs) (Entered: 03/17/2017),"[('Topic 4', 0.67044), ('Topic 1', 0.25366), ('Topic 7', 0.05176)]"
6, 1:17-cv-01936-PAE,2017-03-17,,"CASE OPENING INITIAL ASSIGNMENT NOTICE: The above-entitled action is assigned to Judge Paul A. Engelmayer. Please download and review the Individual Practices of the assigned District Judge, located at http://nysd.uscourts.gov/judges/District. Attorneys are responsible for providing courtesy copies to judges where their Individual Practices require such. Please download and review the ECF Rules and Instructions, located at http://nysd.uscourts.gov/ecf_filing.php. (jvs) (Entered: 03/17/2017)","[('Topic 4', 0.67044), ('Topic 1', 0.25376), ('Topic 7', 0.05165)]"
7, 1:17-cv-01936-PAE,2017-03-17,,Magistrate Judge James C. Francis IV is so designated. (jvs) (Entered: 03/17/2017),"[('Topic 4', 0.67041), ('Topic 1', 0.25379), ('Topic 7', 0.05166)]"
8, 1:17-cv-01936-PAE,2017-03-17,,Case Designated ECF. (jvs) (Entered: 03/17/2017),"[('Topic 4', 0.67039), ('Topic 1', 0.25376), ('Topic 7', 0.05171)]"
9, 1:17-cv-01936-PAE,2017-03-22,5.0,"ELECTRONIC SUMMONS ISSUED as to Lattice Biologics, Inc. (kl) (Entered: 03/22/2017)","[('Topic 4', 0.67048), ('Topic 1', 0.25375), ('Topic 7', 0.05163)]"
10, 1:17-cv-01936-PAE,2017-03-31,6.0,"AFFIDAVIT OF SERVICE of Summons and Complaint. Lattice Biologics, Inc. served on 3/28/2017, answer due 4/18/2017. Service was accepted by Portia Hall, Director of Human Resources. Document filed by RCC Ventures, LLC. (Garson, Robert) (Entered: 03/31/2017)","[('Topic 4', 0.6704), ('Topic 1', 0.25376), ('Topic 7', 0.0517)]"
11, 1:17-cv-01936-PAE,2017-04-25,7.0,"REQUEST TO ENTER DEFAULT against Lattice Biologics, Inc. . Document filed by RCC Ventures, LLC. (Attachments: # 1 Affidavit, # 2 Text of Proposed Order)(Garson, Robert) (Entered: 04/25/2017)","[('Topic 4', 0.66939), ('Topic 1', 0.24902), ('Topic 9', 0.05745)]"
12, 1:17-cv-01936-PAE,2017-05-15,8.0,"NOTICE OF APPEARANCE by Chris Han on behalf of RCC Ventures, LLC. (Han, Chris) (Entered: 05/15/2017)","[('Topic 4', 0.67042), ('Topic 1', 0.25379), ('Topic 7', 0.05164)]"
13, 1:17-cv-01936-PAE,2017-06-01,9.0,"REQUEST TO ENTER DEFAULT against Lattice Biologics, Inc. . Document filed by RCC Ventures, LLC. (Attachments: # 1 Exhibit Clerk's Certificate of Default)(Han, Chris) (Entered: 06/01/2017)","[('Topic 4', 0.67044), ('Topic 1', 0.25368), ('Topic 7', 0.05174)]"
14, 1:17-cv-01936-PAE,2017-06-01,10.0,"AFFIDAVIT of Chris Han, Esq. re: 9 Request to Enter Default against Lattice Biologics, Inc.. Document filed by RCC Ventures, LLC. (Han, Chris) (Entered: 06/01/2017)","[('Topic 4', 0.6704), ('Topic 1', 0.2536), ('Topic 7', 0.05185)]"
15, 1:17-cv-01936-PAE,2017-06-01,11.0,"Vacated as per Judge's Order dated 7/25/2017, Doc. #21 CLERK'S CERTIFICATE OF DEFAULT: as to Lattice Biologics, Inc., issued on June 1, 2017. (dt) Modified on 7/25/2017 (anc). (Entered: 06/01/2017)","[('Topic 4', 0.67039), ('Topic 1', 0.25377), ('Topic 7', 0.05169)]"
16, 1:17-cv-01936-PAE,2017-06-16,12.0,"MOTION for Default Judgment as to Lattice Biologics, Inc.. Document filed by RCC Ventures, LLC. (Attachments: # 1 Exhibit Complaint, # 2 Exhibit Summons, # 3 Exhibit Affidavit of Service, # 4 Exhibit Proposed Judgment)(Han, Chris) (Entered: 06/16/2017)","[('Topic 4', 0.67046), ('Topic 1', 0.25378), ('Topic 7', 0.05162)]"
17, 1:17-cv-01936-PAE,2017-06-16,13.0,"AFFIDAVIT of Mark Cooper in Support re: 12 MOTION for Default Judgment as to Lattice Biologics, Inc... Document filed by RCC Ventures, LLC. (Attachments: # 1 Exhibit)(Han, Chris) (Entered: 06/16/2017)","[('Topic 4', 0.67045), ('Topic 1', 0.25375), ('Topic 7', 0.05166)]"
18, 1:17-cv-01936-PAE,2017-06-16,14.0,"AFFIDAVIT of Chris Han, Esq. in Support re: 12 MOTION for Default Judgment as to Lattice Biologics, Inc... Document filed by RCC Ventures, LLC. (Attachments: # 1 Exhibit Certificate of Default, # 2 Exhibit Attorneys' Time Sheet, # 3 Exhibit Invoice for Service of Process)(Han, Chris) (Entered: 06/16/2017)","[('Topic 4', 0.67043), ('Topic 1', 0.25373), ('Topic 7', 0.0517)]"
19, 1:17-cv-01936-PAE,2017-06-16,15.0,"STATEMENT OF DAMAGES. Document filed by RCC Ventures, LLC. (Attachments: # 1 Exhibit Attorneys' Time Sheet, # 2 Exhibit Invoice for Service of Process)(Han, Chris) (Entered: 06/16/2017)","[('Topic 4', 0.67043), ('Topic 1', 0.25381), ('Topic 7', 0.05162)]"
20, 1:17-cv-01936-PAE,2017-06-30,16.0,"AFFIDAVIT OF SERVICE of Motion for Default Judgment and supporting papers filed on ECF served on Lattice Biologics, Inc. on 6/30/2017. Service was made by FedEx Overnight. Document filed by RCC Ventures, LLC. (Han, Chris) (Entered: 06/30/2017)","[('Topic 4', 0.6704), ('Topic 1', 0.25378), ('Topic 7', 0.05167)]"
21, 1:17-cv-01936-PAE,2017-07-14,17.0,"ORDER: The Court hereby schedules a default judgment hearing with the Court on Wednesday, August 16, 2017, at 4 p.m., in Courtroom 1305 in Thurgood Marshall United States Courthouse, 40 Centre Street, New York, New York 10007, at which time the Court will address whether an order should be issued pursuant to Federal Rule of Civil Procedure 55(b) and Local Civil Rule 55.2. It is further ORDERED that service of a copy of this order, together with plaintiff's motion for default judgment and the papers submitted in support of plaintiff's motion, shall be effected upon defendant by July 21, 2017, and that proof of such service be filed on ECF. It is further ORDERED that any opposition to entry of the foregoing default judgment is due no later than August 4, 2017. (Default Hearing set for 8/16/2017 at 04:00 PM in Courtroom 1305, 40 Centre Street, New York, NY 10007 before Judge Paul A. Engelmayer.) (Signed by Judge Paul A. Engelmayer on 7/14/2017) (ras) Modified on 7/19/2017 (ras). (Entered: 07/14/2017)","[('Topic 4', 0.6704), ('Topic 1', 0.25376), ('Topic 7', 0.05169)]"
22, 1:17-cv-01936-PAE,2017-07-14,,Set/Reset Deadlines: Responses due by 8/4/2017. (ras) (Entered: 07/19/2017),"[('Topic 4', 0.67051), ('Topic 1', 0.25373), ('Topic 7', 0.05162)]"
23, 1:17-cv-01936-PAE,2017-07-24,18.0,"NOTICE OF APPEARANCE by Andrea Christine Sisca on behalf of Lattice Biologics, Inc.. (Sisca, Andrea) (Entered: 07/24/2017)","[('Topic 4', 0.6705), ('Topic 1', 0.25366), ('Topic 7', 0.05169)]"
24, 1:17-cv-01936-PAE,2017-07-24,19.0,"NOTICE OF APPEARANCE by Stephen George Walko on behalf of Lattice Biologics, Inc.. (Walko, Stephen) (Entered: 07/24/2017)","[('Topic 4', 0.67046), ('Topic 1', 0.25374), ('Topic 7', 0.05165)]"
25, 1:17-cv-01936-PAE,2017-07-24,20.0,"LETTER addressed to Judge Paul A. Engelmayer from Chris Han, Esq. dated 7/24/2017 re: Withdraw Motion for Default Judgment. Document filed by RCC Ventures, LLC. (Attachments: # 1 Exhibit Stipulation)(Han, Chris) (Entered: 07/24/2017)","[('Topic 4', 0.67042), ('Topic 1', 0.25375), ('Topic 7', 0.05168)]"
26, 1:17-cv-01936-PAE,2017-07-25,21.0,"STIPULATION CONSENT TO VACATE JUDGMENT AND WAIVE JURISDICTIONAL DEFENSES: IT IS HEREBY STIPULATED AND CONSENTED by and between the parties and their respective counsel as follows: RCC Ventures, LLC hereby agrees that the default judgment entered on June 1, 2017 (Dkt. 11) be vacated by the clerk of the court; and as further set forth herein. In light of the parties' stipulation regarding vacatur of the certificate of default issued by the Clerk of Court, Dkt. 11, plaintiff's withdrawal of its motion for default judgment, Dkt. 12, and of defendants' agreement to answer the complaint and to waive any potential defenses regarding insufficient service of process, along with the Court's preference for cases to be resolved on the merits, the Court finds good cause under Federal Rule of Civil Procedure 55(c) to set aside the entry of default. Accordingly, the Court vacates the certificate of default entered in this case. Additionally, the Court cancels the default judgment hearing scheduled for August 16, 2017 and vacates all deadlines associated with that hearing. Pursuant to the parties' stipulation, defendant is to file an answer to the complaint by August 15, 2017. Counsel for defendant have already entered their appearances. The Clerk of Court is respectfully directed to terminate as moot the motion pending at Dkt. 12. SO ORDERED. (Lattice Biologics, Inc. answer due 8/15/2017.) (Signed by Judge Paul A. Engelmayer on 7/25/2017) (anc) (Entered: 07/25/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25379), ('Topic 7', 0.05166)]"
27, 1:17-cv-01936-PAE,2017-08-14,22.0,"RULE 7.1 CORPORATE DISCLOSURE STATEMENT. Identifying Corporate Parent Lattice Biologics Ltd. for Lattice Biologics, Inc.. Document filed by Lattice Biologics, Inc..(Sisca, Andrea) (Entered: 08/14/2017)","[('Topic 4', 0.67044), ('Topic 1', 0.25371), ('Topic 7', 0.05171)]"
28, 1:17-cv-01936-PAE,2017-08-14,23.0,"ANSWER to Complaint. Document filed by Lattice Biologics, Inc..(Sisca, Andrea) (Entered: 08/14/2017)","[('Topic 4', 0.67045), ('Topic 1', 0.25368), ('Topic 7', 0.05172)]"
29, 1:17-cv-01936-PAE,2017-08-14,24.0,"NOTICE OF INITIAL PRETRIAL CONFERENCE: Initial Conference set for 9/15/2017 at 09:30 AM in Courtroom 1305, 40 Centre Street, New York, NY 10007 before Judge Paul A. Engelmayer. And as further set forth herein. SO ORDERED. (Signed by Judge Paul A. Engelmayer on 8/14/2017) (anc) (Entered: 08/14/2017)","[('Topic 4', 0.67044), ('Topic 1', 0.2538), ('Topic 7', 0.05162)]"
30, 1:17-cv-01936-PAE,2017-09-07,,"NOTICE of Hearing: Initial Conference set for 9/15/2017 at 10:00 AM in Courtroom 1305, 40 Centre Street, New York, NY 10007 before Judge Paul A. Engelmayer. The conference, previously scheduled for 9:30 AM, is hereby rescheduled for 9/15/2017 at 10:00 AM. Notice entered by Courtroom Deputy A.J. Smallman.(ajs) (Entered: 09/07/2017)","[('Topic 4', 0.66938), ('Topic 1', 0.249), ('Topic 9', 0.05748)]"
31, 1:17-cv-01936-PAE,2017-09-08,25.0,"JOINT LETTER addressed to Judge Paul A. Engelmayer from Parties' Counsel dated 9/8/2017 re: Initial Pretrial Conference. Document filed by RCC Ventures, LLC. (Attachments: # 1 Text of Proposed Order Proposed Case Management Plan and Scheduling Order)(Han, Chris) (Entered: 09/08/2017)","[('Topic 4', 0.67048), ('Topic 1', 0.25367), ('Topic 7', 0.0517)]"
32, 1:17-cv-01936-PAE,2017-09-11,26.0,"LETTER addressed to Judge Paul A. Engelmayer from Chris Han dated 9/11/2017 re: Basis of Diversity Jurisdiction Pursuant to Rule 4(D) of the Court's Rules. Document filed by RCC Ventures, LLC.(Han, Chris) (Entered: 09/11/2017)","[('Topic 4', 0.67045), ('Topic 1', 0.25378), ('Topic 7', 0.05163)]"
33, 1:17-cv-01936-PAE,2017-09-15,,Minute Entry for proceedings held before Judge Paul A. Engelmayer: Initial Pretrial Conference held on 9/15/2017. Chris Han present for Plaintiff. Stephen Walko present for Defendant. (ajs) (Entered: 09/15/2017),"[('Topic 4', 0.67042), ('Topic 1', 0.25378), ('Topic 7', 0.05166)]"
34, 1:17-cv-01936-PAE,2017-09-15,,NOTICE OF REDESIGNATION TO ANOTHER MAGISTRATE JUDGE. The above entitled action has been redesignated to Magistrate Judge Henry B. Pitman. Please note that this is a reassignment of the designation only. (jc) (Entered: 09/15/2017),"[('Topic 4', 0.67041), ('Topic 1', 0.25374), ('Topic 7', 0.0517)]"
35, 1:17-cv-01936-PAE,2017-09-15,27.0,ORDER REFERRING CASE TO MAGISTRATE JUDGE. Order that case be referred to the Clerk of Court for assignment to a Magistrate Judge for Settlement. Plaintiff's counsel is to contact the Magistrate Judge's chambers to schedule a settlement conference when both parties are ready. Referred to Magistrate Judge Henry B. Pitman. (Signed by Judge Paul A. Engelmayer on 9/15/2017) (ap) (Entered: 09/15/2017),"[('Topic 4', 0.67041), ('Topic 1', 0.25377), ('Topic 7', 0.05168)]"
36, 1:17-cv-01936-PAE,2017-09-15,28.0,"CIVIL CASE MANAGEMENT PLAN AND SCHEDULING ORDER: All parties do not consent to conducting all further proceedings before a Magistrate Judge, including motions and trial. 28 U.S.C. § 636(c). This case is not to be tried by a jury. Deposition due by 1/12/2018. Fact Discovery due by 1/18/2018. Expert Discovery due by 3/29/2018. Case Management Conference set for 2/19/2018 at 10:00 AM before Judge Paul A. Engelmayer. Counsel for the parties have conferred and their present best estimate of the length of trial is 3-4 DAYS, and as further set forth in this Civil Case Management Plan and Scheduling Order. (Signed by Judge Paul A. Engelmayer on 9/15/2017) (rjm) (Entered: 09/15/2017)","[('Topic 4', 0.67039), ('Topic 1', 0.25377), ('Topic 7', 0.0517)]"
37, 1:17-cv-01936-PAE,2017-09-19,,Set/Reset Hearings: Pre-Settlement Telephone Conference set for 9/25/2017 at 10:00 AM before Magistrate Judge Henry B. Pitman. (ajc) (Entered: 09/19/2017),"[('Topic 4', 0.6704), ('Topic 1', 0.25378), ('Topic 7', 0.05167)]"
38, 1:17-cv-01936-PAE,2017-09-25,,Minute Entry for proceedings held before Magistrate Judge Henry B. Pitman: Pre-Settlement Telephone Conference held on 9/25/2017. (ajc) (Entered: 09/26/2017),"[('Topic 4', 0.66939), ('Topic 1', 0.249), ('Topic 9', 0.05746)]"
39, 1:17-cv-01936-PAE,2017-09-25,,"Set/Reset Hearings: Settlement Conference set for 12/4/2017 at 02:00 PM in Courtroom 18A, 500 Pearl Street, New York, NY 10007 before Magistrate Judge Henry B. Pitman. (ajc) (Entered: 09/26/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.2538), ('Topic 7', 0.05164)]"
40, 1:17-cv-01936-PAE,2017-09-30,29.0,"CERTIFICATE OF SERVICE of Plaintiff RCC Ventures, LLC's Rule 26(a)(1) Initial Disclosures served on Lattice Biologics, Inc. on 9/28/2017. Document filed by RCC Ventures, LLC. (Han, Chris) (Entered: 09/30/2017)","[('Topic 4', 0.67045), ('Topic 1', 0.25378), ('Topic 7', 0.05163)]"
41, 1:17-cv-01936-PAE,2017-10-02,30.0,"CERTIFICATE OF SERVICE of Defendant Lattice Biologics, Inc.'s Rule 26(a)(1) Initial Disclosures served on RCC Ventures, LLC on 09/29/2017. Service was made by Mail. Document filed by Lattice Biologics, Inc.. (Sisca, Andrea) (Entered: 10/02/2017)","[('Topic 4', 0.67043), ('Topic 1', 0.25371), ('Topic 7', 0.05171)]"
42, 1:17-cv-01936-PAE,2017-10-13,31.0,"FIRST SET OF INTERROGATORIES to RCC Ventures, LLC.Document filed by Lattice Biologics, Inc..(Walko, Stephen) (Entered: 10/13/2017)","[('Topic 4', 0.67045), ('Topic 1', 0.25373), ('Topic 7', 0.05168)]"
43, 1:17-cv-01936-PAE,2017-10-13,32.0,"REQUEST for Production of Documents.Document filed by Lattice Biologics, Inc..(Walko, Stephen) (Entered: 10/13/2017)","[('Topic 4', 0.67042), ('Topic 1', 0.25378), ('Topic 7', 0.05165)]"
44, 1:17-cv-01936-PAE,2017-12-04,,Minute Entry for proceedings held before Magistrate Judge Henry B. Pitman: Settlement Conference held on 12/4/2017. (ajc) (Entered: 12/05/2017),"[('Topic 4', 0.67043), ('Topic 1', 0.25374), ('Topic 7', 0.05169)]"
45, 1:17-cv-01936-PAE,2017-12-05,,Set/Reset Hearings: Telephone Conference set for 1/5/2018 at 09:30 AM before Magistrate Judge Henry B. Pitman. (ajc) (Entered: 12/05/2017),"[('Topic 4', 0.67039), ('Topic 1', 0.25377), ('Topic 7', 0.05169)]"
46, 1:17-cv-01936-PAE,2018-01-05,,Minute Entry for proceedings held before Magistrate Judge Henry B. Pitman: Telephone Conference held on 1/5/2018. (ajc) (Entered: 01/05/2018),"[('Topic 4', 0.6704), ('Topic 1', 0.25375), ('Topic 7', 0.05171)]"
47, 1:17-cv-01936-PAE,2018-01-11,33.0,"NOTICE of Termination of Counsel. Document filed by RCC Ventures, LLC. (Han, Chris) (Entered: 01/11/2018)","[('Topic 4', 0.6704), ('Topic 1', 0.2538), ('Topic 7', 0.05166)]"
48, 1:17-cv-01936-PAE,2018-01-12,34.0,"MEMO ENDORSEMENT on NOTICE OF TERMINATION on re: 33 Notice (Other) filed by RCC Ventures, LLC. ENDORSEMENT: So ordered.(Attorney Chris Han terminated.) (Signed by Judge Paul A. Engelmayer on 1/11/2018) (anc) Modified on 1/12/2018 (anc). (Entered: 01/12/2018)","[('Topic 4', 0.67045), ('Topic 1', 0.25372), ('Topic 7', 0.05168)]"
